Population	Sample_no	Sample_id	Prediction	Lat	Lon
Papua_New_Guinea_coastal	4	GRC12083619	Papua_New_Guinea_coastal_2	-9.336209794827552	147.23938787189712
Papua_New_Guinea_coastal	5	GRC12083621	Papua_New_Guinea_highland_1	-3.9790811041375354	142.98637497861506
Papua_New_Guinea_coastal	6	GRC12083622	Papua_New_Guinea_coastal_2	-9.314599106548119	147.1308927546002
Papua_New_Guinea_coastal	7	GRC12083624	Papua_New_Guinea_coastal_2	-9.336209794827552	147.23938787189712
Papua_New_Guinea_coastal	8	GRC12083625	Papua_New_Guinea_coastal_2	-9.312386129602874	147.11905768937862
Papua_New_Guinea_highland	1	GRC12083628	Papua_New_Guinea_coastal_2	-9.336209794827552	147.23938787189712
Papua_New_Guinea_highland	2	GRC12083629	Papua_New_Guinea_coastal_2	-9.336209794827552	147.23938787189712
Papua_New_Guinea_highland	3	GRC12083630	Papua_New_Guinea_coastal_2	-9.336209794827552	147.23938787189712
Papua_New_Guinea_highland	4	GRC12083631	Papua_New_Guinea_coastal_2	-9.336209794827552	147.23938787189712
Papua_New_Guinea_highland	5	GRC12083633	Papua_New_Guinea_coastal_2	-9.331196456245985	147.20655350749314
Papua_New_Guinea_highland	6	GRC12083635	Papua_New_Guinea_highland_1	-0.04683867	140.7917263989519
Papua_New_Guinea_highland	7	GRC12083637	Vanuatu_3	-22.14179112	171.0818747345337
Papua_New_Guinea_highland	8	GRC12083638	Papua_New_Guinea_highland_1	-3.9904738122047467	142.99406449928807
Papua_New_Guinea_highland	9	GRC12083632	AYMARA_URO_0	-15.750000000005667	-69.4199999999986
Parayar	1	GRC12081939	Parayar_0	12.989237070967546	80.27970242769662
Parayar	2	GRC12081973	Parayar_0	12.677217885666412	80.18930620629662
Parsee	1	GRC12081995	Iran_1	32.27861372463336	53.88738437132112
Peru	1	GRC11075052	Peru_1	-12.189450075541885	-76.7597460520024
Peru	2	GRC11075059	Peru_1	-10.98576893	-78.11423107
Peru	3	GRC11075050	Peru_2	-12.042609493574666	-77.05332229624197
Peru	4	GRC11075053	Peru_2	-12.042344796211172	-77.05287697526225
Peru	5	GRC11075055	Peru_3	-16.38894614	-72.71105386
Peru	6	GRC11075057	QUECHUA_1	-18.38355612	-69.55215188
Peru	7	GRC11075058	Peru_3	-12.928336130811063	-75.73779287759693
Peru	8	GRC11075060	Peru_3	-14.015041442120719	-74.5776402
Peru	9	GRC11075049	Hidalgo_Mexico_2	22.79539225	-101.02539225
Peru	10	GRC11075051	Peru_4	-14.3357907	-74.7642093
Peru	11	GRC11075054	Peru_4	-13.34724322967573	-75.0914744373006
Peru	12	GRC11075056	Peru_4	-15.111454298111706	-72.36371035457867
Puerto_Rico	1	GRC12084607	Puerto_Rico_1	18.604300384616156	-65.5799981356952
Puerto_Rico	2	GRC12084608	Puerto_Rico_1	18.484885315299536	-65.98055655459362
Puerto_Rico	3	GRC12084610	Puerto_Rico_1	19.21564622138106	-62.69651975541991
Puerto_Rico	4	GRC12084614	Puerto_Rico_1	18.59210689274426	-65.76693180304387
Puerto_Rico	5	GRC12084606	Puerto_Rico_2	nan	nan
Puerto_Rico	6	GRC12084603	Puerto_Rico_3	18.879490851051624	-65.96370111498894
Puerto_Rico	7	GRC12084604	Puerto_Rico_3	18.813994399319785	-65.98408374038111
Puerto_Rico	8	GRC12084609	Puerto_Rico_3	18.662870573503017	-66.03146373892565
Puerto_Rico	9	GRC12084611	Puerto_Rico_3	21.9710907	-62.5789093
Puerto_Rico	10	GRC12084612	Puerto_Rico_3	20.93175225	-63.61824775
Puerto_Rico	11	GRC12084615	Puerto_Rico_3	20.45451637882716	-65.40864258611562
Puerto_Rico	12	GRC12084605	Puerto_Rico_4	18.933449107488695	-65.92575962576908
Puerto_Rico	13	GRC12084613	Puerto_Rico_4	18.510040951727053	-66.07597832281799
Puerto_Rico	14	GRC12084616	Puerto_Rico_4	18.597441520682455	-66.0314757578905
Puerto_Rico	15	GRC12084617	Puerto_Rico_4	18.624133008468167	-66.02614953665152
Pulayar	1	GRC12081945	Pulayar_0	8.483783735178624	76.98737773156797
Pulayar	2	GRC12081976	Pulayar_0	8.492376312413002	76.98194247740028
QUECHUA	1	GRC12081927	QUECHUA_1	-16.509538977663833	-71.39134840715198
QUECHUA	2	GRC12081928	QUECHUA_1	-17.260641502820473	-70.46958924
QUECHUA	3	GRC12081930	QUECHUA_1	-17.174116948434015	-70.60919736
QUECHUA	4	GRC12081931	Peru_3	-12.698040990014146	-76.09987193523747
QUECHUA	5	GRC12081926	QUECHUA_3	-17.69159521	-70.24411279
QUECHUA	6	GRC12081929	QUECHUA_3	-16.50993828067352	-71.40390681290546
QUECHUA	7	GRC12081998	AYMARA_URO_0	-15.750000000005667	-69.4199999999986
Queretaro_Mexico	1	GRC12084618	Hidalgo_Mexico_3	20.819440731415927	-99.3018287285034
Rajput_Kinnura	1	GRC12081933	Tharu_0	26.6083628091791	83.26619904321117
Rajput_Rajasthan	1	GRC12081941	Gujarati_1	26.84942639621596	73.2764882854421
Reichenau_Mission_Underberg_KZN_RSA	1	GRC12084536	Johannesburg_Gauteng_RSA_0	-26.000458328615792	27.999020744124955
Relli	1	GRC12081986	Pulayar_0	7.492670432286129	78.08708068695157
Romania	1	GRC000868	Romania_1	43.67919076440314	25.709019635803415
Romania	2	GRC001050	Romania_1	43.64428181	25.44428181
Romania	3	GRC002130	Romania_1	43.25292349	25.390333451517048
Romania	4	GRC10034898	Bulgaria_3	43.31609087	24.004437358330346
Romania	5	GRC10038272	Bulgaria_4	43.18319356959045	23.71971183731271
Romania	6	GRC11073453	Bulgaria_3	42.98416072	23.76416072
Romania	7	GRC017591	Romania_2	44.09231237967701	25.93483395388663
Romania	8	GRC025491	Romania_2	43.75694438	25.55694438
Romania	9	GRC10042263	Romania_2	44.016330281046784	25.90026635226236
Romania	10	GRC11054201	Bulgaria_3	39.63453842	25.92984842539571
Romania	11	GRC11059201	German_3	52.5473601277681	10.3832804
Romania	12	GRC031808	Bulgaria_3	41.878079144297516	24.46818491423943
Romania	13	GRC10043989	Bulgaria_3	43.31279354648787	23.878175943055926
Romania	14	GRC11049359	Bulgaria_3	43.181461200291956	23.769896339105497
Romania	15	GRC11054968	Bulgaria_3	42.69465793400521	24.09381412305571
Russians	1	GRC12076237	Russians_1	58.62278125042256	24.900611052925015
Russians	2	GRC12076248	Russians_1	58.76928323844339	24.93954271820627
Russians	3	GRC12076261	Russians_1	58.46926508345433	24.852042560339456
Russians	4	GRC12076308	Russians_1	58.23451661	24.759906243318284
Russians	5	GRC12076260	Russians_2	58.385722024440916	24.913566423082727
Russians	6	GRC12076272	Russians_2	58.726823476626315	24.935557737595637
Russians	7	GRC12076297	Russians_2	58.95942085080956	24.99056385631629
Russians	8	GRC12076309	Russians_2	57.56392435	23.56392435
Russians	9	GRC12076320	Finnish_4	64.33667073581465	23.24148679888599
Russians	10	GRC12076236	Russians_4	58.76780056974222	24.935582224058304
Russians	11	GRC12076249	Russians_4	57.94112952	24.27382320097011
Russians	12	GRC12076273	Russians_4	58.14519189463025	24.77427625961491
Russians	13	GRC12076284	Russians_4	58.96119826815668	24.990145285750256
Russians	14	GRC12076285	Russians_4	58.691717188843654	24.915302840601367
Russians	15	GRC12076296	Russians_4	58.62193008079953	24.90912353471899
Russians	16	GRC12076321	Russians_4	57.88748985	24.419510935211953
Sardinian	1	GRC11074456	Sardinian_1	40.00098116171412	9.000100924729855
Sardinian	2	GRC11074457	Sardinian_1	40.000333967293244	9.000035321930557
Sardinian	3	GRC11074458	Sardinian_1	40.02243307708712	9.003038932893404
Sardinian	4	GRC11074464	Sardinian_1	40.00097299038199	9.000104193388001
Sardinian	5	GRC11074454	Sardinian_2	40.002583060134995	9.000291379833266
Sardinian	6	GRC11074460	Sardinian_2	40.00025275782771	9.000025860844405
Sardinian	7	GRC11074466	Sardinian_2	40.00081640773916	9.000081437244717
Sardinian	8	GRC11074467	Sardinian_2	40.000200411344096	9.000021437292997
Sardinian	9	GRC11074453	Sardinian_3	40.00581759639835	9.00075597945089
Sardinian	10	GRC11074455	Sardinian_3	40.00249241014824	9.000286104103484
Sardinian	11	GRC11074463	Sardinian_3	40.001047760642216	9.000126285840816
Sardinian	12	GRC11074459	Sardinian_4	40.00651882989887	9.000505818404035
Sardinian	13	GRC11074461	Sardinian_4	40.008521752005336	9.000935135144788
Sardinian	14	GRC11074462	Sardinian_4	40.013483583800344	9.001162112516093
Sardinian	15	GRC11074465	Sardinian_4	40.02310326185867	9.001948814846976
Sattibalija	1	GRC12081980	Valayar_0	10.414723577823057	79.97592413
Schmidtsdrift_Northern_Cape_RSA	1	GRC12084514	Tsumkwe_Namibia_0	-18.6645812366352	16.321328001547826
Schmidtsdrift_Northern_Cape_RSA	2	GRC12084516	Tsumkwe_Namibia_0	-18.542329666810332	16.031472884859443
Schmidtsdrift_Northern_Cape_RSA	3	GRC12084517	Tsumkwe_Namibia_0	-18.646491510558665	16.278521273695645
Schmidtsdrift_Northern_Cape_RSA	4	GRC12084518	Southeastern_Namibia_2	-28.03484487435763	19.666763697582187
Southeastern_Namibia	1	GRC12084565	Southeastern_Namibia_1	-28.100969585793035	19.537741649393755
Southeastern_Namibia	2	GRC12084566	Southeastern_Namibia_1	-28.102912308380816	19.53486965103149
Southeastern_Namibia	3	GRC12084567	Southeastern_Namibia_2	-28.0692251499159	19.596683933009444
Southeastern_Namibia	4	GRC12084568	Southeastern_Namibia_2	-28.0750112625766	19.547198648626473
Southeastern_Namibia	5	GRC12084569	Southeastern_Namibia_2	-28.08983802957971	19.53542149577278
Tajikistan	1	GRC12076286	Tajikistan_1	38.343007410174145	68.48040781625923
Tajikistan	2	GRC12076298	Tajikistan_1	38.33786645248718	68.48174207023257
Tajikistan	3	GRC12076310	Tajikistan_1	38.33828580672414	68.48072704787933
Tajikistan	4	GRC12076322	Tajikistan_1	38.34634505278363	68.47987135156066
Tajikistan	5	GRC12076250	Tajikistan_4	37.997081109686974	68.36916983026524
Tajikistan	6	GRC12076238	Tajikistan_3	38.348242806401224	68.48031024848481
Tajikistan	7	GRC12076262	Tajikistan_3	38.34992110627255	68.48002048834947
Tajikistan	8	GRC12076263	Tajikistan_3	38.337137985623826	68.48639577397162
Tajikistan	9	GRC12076275	Tajikistan_3	38.34878112429259	68.48030693727812
Tajikistan	10	GRC12076239	Tajikistan_4	38.349467985024866	68.47988227105562
Tajikistan	11	GRC12076251	Tajikistan_4	38.34672597889236	68.47926876969743
Tajikistan	12	GRC12076274	Tajikistan_4	38.34933020797276	68.47987476911675
Tajikistan	13	GRC12076299	Tajikistan_4	38.34642638137043	68.4795029573627
Tatars	1	GRC12076242	Tatars_1	55.10509688258795	50.7380169458102
Tatars	2	GRC12076302	Tatars_1	55.10390658887259	50.737703224689064
Tatars	3	GRC12076315	Tatars_1	54.93381189577918	50.774799590807355
Tatars	4	GRC12076327	Tatars_1	54.84668847569149	50.774984419193146
Tatars	5	GRC12076291	Tatars_2	55.16179856195782	50.72519263082439
Tatars	6	GRC12076314	Tatars_2	55.16340518321495	50.724563959452375
Tatars	7	GRC12076255	Tatars_3	55.12845875639234	50.724362239825844
Tatars	8	GRC12076267	Tatars_3	55.05321297899837	50.740476813872846
Tatars	9	GRC12076279	Tatars_3	55.161578811917416	50.721887728269635
Tatars	10	GRC12076303	Tatars_3	55.170269790908186	50.72100340118748
Tatars	11	GRC12076243	Tatars_4	55.09267809400715	50.740515784367666
Tatars	12	GRC12076254	Tatars_4	55.17607457294849	50.72063171756043
Tatars	13	GRC12076266	Tatars_4	55.16498991182796	50.7203509448192
Tatars	14	GRC12076278	Tatars_4	55.17636122977803	50.720596263314675
Tatars	15	GRC12076290	Tatars_4	55.09227400724152	50.72533481591501
Tharu	1	GRC12081965	Tharu_0	27.866433637352767	82.37782269270537
Tharu	2	GRC12081968	Tharu_0	27.793809044487677	82.39521879605442
Toliara_Madagascar	1	GRC12084564	Manakara_Madagascar_2	-22.2233301933251	47.98915643833453
Toliara_Madagascar	2	GRC12084559	Toliara_Madagascar_2	-23.32923504445002	43.67046856254768
Toliara_Madagascar	3	GRC12084562	Toliara_Madagascar_2	-23.329920645389457	43.66898598277352
Toliara_Madagascar	4	GRC12084563	Toliara_Madagascar_2	-23.199115845384682	43.86429972931439
Toliara_Madagascar	5	GRC12084560	Manakara_Madagascar_2	-24.00356473	47.65023160979843
Toliara_Madagascar	6	GRC12084561	Manakara_Madagascar_2	-23.787647406638573	48.353492251694774
Tsumkwe_Namibia	1	GRC12084521	Southeastern_Namibia_2	-28.0692251499159	19.596683933009444
Tsumkwe_Namibia	2	GRC12084523	Southeastern_Namibia_1	-28.393906655346807	20.37746444471406
Tunisia	1	GRC12076400	Tunisia_1	36.60350270865721	10.05722017625044
Tunisia	2	GRC12076408	Tunisia_1	36.51556787155902	10.094578833034566
Tunisia	3	GRC12076409	Tunisia_1	36.576197240301866	10.068164548652929
Tunisia	4	GRC12076411	Tunisia_1	36.528724629103905	10.088742239346596
Tunisia	5	GRC12076399	Tunisia_2	36.99602591269277	9.885859699913839
Tunisia	6	GRC12076402	Tunisia_2	36.62664945328675	10.043579536958735
Tunisia	7	GRC12076410	Tunisia_2	36.56707276391757	10.071277390545601
Tunisia	8	GRC12076412	Tunisia_2	38.40135517	8.353297564650514
Tunisia	9	GRC12076403	Tunisia_3	36.48691050394316	10.10732667416616
Tunisia	10	GRC12076405	Tunisia_3	36.48879195909619	10.106525784869474
Tunisia	11	GRC12076401	Tunisia_4	37.53058155	9.392424829331212
Tunisia	12	GRC12076406	Tunisia_4	36.75542892115373	9.988054478221697
UK	1	GRC11074475	UK_1	52.41415188	-2.76918112
UK	2	GRC11074480	UK_1	52.41415188	-2.8266905358978134
UK	3	GRC11074479	UK_2	52.13016993616527	-3.165998840025286
UK	4	GRC11074481	UK_2	52.13109476994053	-3.1652880230460596
UK	5	GRC11074469	UK_3	52.84478732	-3.072757733668935
UK	6	GRC11074473	UK_3	52.405192108266064	-3.1335724699081315
UK	7	GRC11074474	UK_3	52.55176435471999	-3.1184820330732035
UK	8	GRC11074476	UK_3	52.59986391232343	-3.119440908923271
UK	9	GRC11074468	UK_4	52.6243677	-2.724339630897425
UK	10	GRC11074470	UK_4	52.72385646	-2.646869957258015
UK	11	GRC11074471	German_2	52.28607851	13.61392149
UK	12	GRC11074477	UK_4	52.47357378	-2.70975922
UK	13	GRC11074482	UK_4	52.56394995	-2.656837509838478
Underberg_KZN_RSA	1	GRC12084537	Underberg_KZN_RSA_0	-29.481088011477585	29.31986817430398
Underberg_KZN_RSA	2	GRC12084538	Underberg_KZN_RSA_0	-29.519603001737895	29.419790174263017
Valayar	1	GRC12081972	Kapu_0	17.533049171658288	77.8980179
Valayar	2	GRC12081974	Valayar_0	10.401747661049246	79.0738257856603
Vanuatu	1	GRC12083643	Vanuatu_1	-17.751091932390683	168.30068968369446
Vanuatu	2	GRC12083644	Vanuatu_1	-17.750803439200126	168.30048914443904
Vanuatu	3	GRC12083650	Vanuatu_3	-19.78290751443566	169.63912951908833
Vanuatu	4	GRC12083642	Vanuatu_3	-17.75185129025613	168.3015736540781
Vanuatu	5	GRC12083645	Vanuatu_3	-18.154624546662482	168.60671456472386
Vanuatu	6	GRC12083646	Vanuatu_3	-17.759998318476452	168.30856273847328
Vanuatu	7	GRC12083647	Vanuatu_3	-17.750150031171067	168.30012689304286
Vanuatu	8	GRC12083648	Vanuatu_3	-17.932583908363583	168.4501546765117
Vanuatu	9	GRC12083649	Vanuatu_3	-18.065309884132336	168.5625395161489
Vanuatu	10	GRC12083651	Vanuatu_3	-17.766265133008304	168.3137021628399
Vietnamese	1	GRC12076415	Vietnamese_1	14.000033639461572	108.00009120455407
Vietnamese	2	GRC12076417	Vietnamese_1	14.00000050477387	108.00000137336389
Vietnamese	3	GRC12076418	Vietnamese_1	14.000001828985893	108.00000500458671
Vietnamese	4	GRC12076422	Vietnamese_1	14.00000080181023	108.00000218075529
Vietnamese	5	GRC12076425	Vietnamese_1	14.000051439915193	108.00014159744273
Vietnamese	6	GRC12076416	Vietnamese_2	14.000000558554008	108.00000155954567
Vietnamese	7	GRC12076419	Vietnamese_2	14.000002369761342	108.00000660411752
Vietnamese	8	GRC12076421	Vietnamese_2	14.000007985888887	108.00002220759204
Vietnamese	9	GRC12076423	Vietnamese_2	14.000059404500114	108.0001695727679
Vietnamese	10	GRC12076424	Vietnamese_2	14.0000004395705	108.00000123862478
Vietnamese	11	GRC12076420	Vietnamese_3	14.00000260014027	108.0000070077141
Vietnamese	12	GRC12076426	Vietnamese_3	14.000003001030883	108.00000808641033
Witdraai_Northern_Cape_RSA	1	GRC12084527	Schmidtsdrift_Northern_Cape_RSA_0	-29.990950741093553	24.101893698364645
Yoruba	1	GRC11075063	Yoruba_1	8.000000684958044	3.99999950955955
Yoruba	2	GRC11075068	Yoruba_1	8.00000000642719	3.999999995400259
Yoruba	3	GRC11075070	Yoruba_1	8.000001872097327	3.9999986606720084
Yoruba	4	GRC11075061	Yoruba_2	8.000005833966274	3.9999958191149307
Yoruba	5	GRC11075065	Yoruba_2	8.00003187013275	3.9999771060510025
Yoruba	6	GRC11075067	Yoruba_2	8.0000000595359	3.999999957271596
Yoruba	7	GRC11075069	Yoruba_2	8.000002181821552	3.999998436135263
Yoruba	8	GRC11075066	Yoruba_3	8.000347633453428	3.9997489156225425
Yoruba	9	GRC11075072	Yoruba_3	8.000536777966001	3.9996070361695715
Yoruba	10	GRC11075062	Yoruba_4	8.000030788833696	3.9999779757353786
Yoruba	11	GRC11075064	Yoruba_4	8.000000260232895	3.9999998138675807
Yoruba	12	GRC11075071	Yoruba_4	8.00007434274346	3.999946784797319
